Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region,Stress_Level_Category,Social_Isolation_Category
EMP2984,47,Femaleemale,Project Manager,Healthcare,13,Hybrid,46,15,1,High,Depression,Yes,Decrease,3,Neutral,3,Weekly,Average,South America,Low,Medium
EMP2985,52,Maleale,Designer,Education,16,Remote,59,8,1,Medium,Anxiety,Yes,No Change,5,Satisfied,3,,Good,South America,Low,High
EMP2986,32,Prefer not to say,HR,IT,35,Hybrid,42,4,5,Medium,Anxiety,Yes,No Change,4,Satisfied,1,Daily,Poor,Africa,High,Medium
EMP2987,33,Femaleemale,Data Scientist,Education,18,Remote,55,0,5,High,Burnout,Yes,Increase,2,Unsatisfied,4,Weekly,Good,Africa,High,Low
EMP2988,35,Non-binary,Sales,Healthcare,6,Onsite,37,13,5,High,Anxiety,No,No Change,2,Neutral,4,Daily,Good,Africa,High,Low
EMP2989,60,Prefer not to say,HR,Consulting,24,Onsite,31,15,2,Medium,Anxiety,No,Increase,3,Satisfied,2,,Average,South America,Low,Medium
EMP2990,46,Non-binary,Project Manager,Healthcare,18,Onsite,38,1,1,Medium,,No,Decrease,1,Satisfied,3,Daily,Good,Africa,Low,Low
EMP2991,57,Prefer not to say,Marketing,Healthcare,13,Onsite,46,3,3,Low,,No,Decrease,1,Satisfied,5,Daily,Good,Asia,Medium,Low
EMP2992,40,Prefer not to say,Sales,Finance,31,Onsite,46,7,2,Medium,Anxiety,No,Increase,1,Satisfied,1,Daily,Average,South America,Low,Low
EMP2993,36,Femaleemale,Software Engineer,IT,29,Remote,43,13,3,High,Anxiety,Yes,No Change,2,Satisfied,3,,Good,Asia,Medium,Low
EMP2994,56,Non-binary,Sales,Finance,31,Remote,38,15,4,High,,Yes,Decrease,1,Satisfied,2,Daily,Good,South America,Medium,Low
EMP2995,33,Femaleemale,Data Scientist,Finance,1,Onsite,47,12,2,Low,Depression,No,No Change,1,Neutral,2,,Poor,Oceania,Low,Low
EMP2996,51,Maleale,Marketing,Education,22,Hybrid,27,4,5,High,Depression,No,Decrease,5,Satisfied,2,,Good,South America,High,High
EMP2997,40,Non-binary,Data Scientist,Manufacturing,15,Hybrid,49,1,1,Medium,Depression,No,Increase,5,Neutral,1,Daily,Good,Africa,Low,High
EMP2998,28,Maleale,Designer,Finance,10,Remote,33,11,4,High,,Yes,No Change,4,Neutral,3,Daily,Good,North America,Medium,Medium
EMP2999,26,Maleale,Designer,Consulting,25,Onsite,42,12,4,High,Burnout,No,No Change,5,Satisfied,1,Weekly,Good,Oceania,Medium,High
EMP3000,39,Prefer not to say,Data Scientist,Retail,20,Hybrid,59,10,2,Medium,Anxiety,Yes,No Change,4,Satisfied,5,Daily,Poor,Europe,Low,Medium
EMP3001,23,Maleale,Designer,Finance,26,Hybrid,28,15,1,High,,Yes,No Change,5,Neutral,3,Daily,Good,North America,Low,High
EMP3002,30,Non-binary,HR,Healthcare,11,Hybrid,49,8,2,Medium,Depression,No,Increase,3,Neutral,5,,Poor,Europe,Low,Medium
EMP3003,41,Non-binary,Designer,Finance,18,Onsite,28,3,5,Low,Burnout,No,Increase,1,Neutral,2,Daily,Average,Oceania,High,Low
EMP3004,47,Non-binary,HR,Manufacturing,15,Onsite,56,13,2,Low,Anxiety,Yes,Increase,2,Neutral,4,,Poor,Africa,Low,Low
EMP3005,44,Maleale,Data Scientist,Retail,25,Onsite,35,10,2,Medium,,No,Decrease,1,Satisfied,2,Daily,Good,North America,Low,Low
EMP3006,48,Femaleemale,Designer,Consulting,18,Onsite,42,6,1,Low,Depression,No,Increase,4,Neutral,4,Daily,Good,South America,Low,Medium
EMP3007,35,Prefer not to say,HR,Education,12,Hybrid,34,8,2,Medium,,Yes,Decrease,5,Neutral,5,Daily,Average,Europe,Low,High
EMP3008,37,Maleale,Sales,Finance,33,Hybrid,22,9,5,High,Depression,No,No Change,5,Satisfied,5,Daily,Average,Oceania,High,High
EMP3009,37,Prefer not to say,HR,Manufacturing,16,Onsite,38,11,4,Medium,Burnout,Yes,Decrease,1,Satisfied,2,Daily,Average,South America,Medium,Low
EMP3010,49,Femaleemale,Designer,Manufacturing,31,Remote,47,10,1,Medium,Burnout,Yes,Decrease,5,Satisfied,3,,Average,South America,Low,High
EMP3011,52,Femaleemale,Data Scientist,Finance,31,Remote,42,9,5,High,Burnout,Yes,No Change,3,Unsatisfied,5,Daily,Average,Europe,High,Medium
EMP3012,22,Maleale,HR,Healthcare,28,Remote,39,15,4,Low,,No,Increase,4,Unsatisfied,2,,Good,Asia,Medium,Medium
EMP3013,34,Non-binary,HR,Healthcare,13,Hybrid,41,3,1,High,Anxiety,No,Increase,4,Neutral,2,,Average,Europe,Low,Medium
EMP3014,44,Maleale,Sales,Manufacturing,17,Remote,29,6,1,Low,,No,No Change,3,Unsatisfied,1,Daily,Poor,Europe,Low,Medium
EMP3015,26,Femaleemale,Marketing,Healthcare,9,Onsite,51,4,3,Medium,Burnout,Yes,Increase,5,Satisfied,5,,Good,South America,Medium,High
EMP3016,39,Femaleemale,Data Scientist,Retail,21,Onsite,53,14,4,Medium,Burnout,No,Increase,4,Unsatisfied,5,Daily,Poor,Africa,Medium,Medium
EMP3017,50,Non-binary,Marketing,Education,5,Hybrid,27,12,1,Low,Depression,No,Increase,5,Neutral,2,,Good,Oceania,Low,High
EMP3018,53,Femaleemale,HR,Education,4,Onsite,46,4,2,Low,Anxiety,No,Increase,5,Neutral,5,,Average,North America,Low,High
EMP3019,40,Non-binary,Designer,Finance,28,Onsite,48,15,1,Medium,Anxiety,No,Decrease,3,Neutral,2,,Good,North America,Low,Medium
EMP3020,52,Femaleemale,HR,Education,5,Onsite,36,6,2,Low,,Yes,Decrease,1,Satisfied,5,Weekly,Average,Europe,Low,Low
EMP3021,24,Maleale,Data Scientist,Consulting,1,Remote,21,10,3,Medium,Depression,No,No Change,1,Satisfied,1,,Average,Asia,Medium,Low
EMP3022,50,Femaleemale,Sales,Manufacturing,31,Hybrid,59,2,3,Medium,,No,Increase,1,Unsatisfied,2,Daily,Poor,Africa,Medium,Low
EMP3023,33,Femaleemale,Project Manager,Finance,26,Hybrid,25,11,3,Medium,Burnout,No,No Change,2,Unsatisfied,5,Daily,Poor,Europe,Medium,Low
EMP3024,32,Non-binary,Designer,Education,28,Hybrid,23,9,5,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,1,Weekly,Poor,Oceania,High,Low
EMP3025,40,Prefer not to say,Sales,Education,16,Hybrid,59,5,3,Low,Burnout,No,No Change,3,Unsatisfied,4,,Average,Africa,Medium,Medium
EMP3026,39,Non-binary,Project Manager,Retail,6,Onsite,49,15,1,Low,Anxiety,No,No Change,2,Unsatisfied,5,Daily,Poor,Asia,Low,Low
EMP3027,59,Prefer not to say,Project Manager,Healthcare,9,Onsite,37,6,4,High,Anxiety,Yes,No Change,2,Neutral,3,Weekly,Poor,Europe,Medium,Low
EMP3028,53,Non-binary,Designer,Manufacturing,33,Hybrid,54,2,1,Low,Anxiety,Yes,Increase,5,Neutral,5,Daily,Average,Africa,Low,High
EMP3029,34,Non-binary,Data Scientist,Finance,5,Remote,27,14,1,High,Burnout,No,Decrease,5,Satisfied,3,Daily,Poor,Oceania,Low,High
EMP3030,58,Maleale,Data Scientist,Education,21,Hybrid,51,7,5,High,Burnout,Yes,Decrease,4,Satisfied,1,Weekly,Poor,Oceania,High,Medium
EMP3031,40,Prefer not to say,Marketing,Manufacturing,18,Remote,46,4,4,Low,Burnout,Yes,Decrease,2,Unsatisfied,3,Daily,Good,North America,Medium,Low
EMP3032,49,Maleale,Marketing,Retail,13,Hybrid,31,2,1,Medium,Anxiety,Yes,No Change,5,Satisfied,5,Weekly,Good,Oceania,Low,High
EMP3033,42,Prefer not to say,Data Scientist,Consulting,20,Remote,22,4,5,Low,Depression,No,No Change,4,Neutral,2,,Poor,North America,High,Medium
EMP3034,22,Maleale,Software Engineer,Consulting,2,Onsite,31,0,1,Medium,Anxiety,Yes,No Change,1,Satisfied,3,Daily,Average,North America,Low,Low
EMP3035,51,Maleale,Marketing,Retail,33,Onsite,49,0,3,Low,Burnout,Yes,Decrease,5,Neutral,2,,Poor,Africa,Medium,High
EMP3036,34,Femaleemale,HR,Manufacturing,35,Remote,52,4,3,Medium,Anxiety,No,Increase,2,Unsatisfied,5,,Poor,Oceania,Medium,Low
EMP3037,56,Prefer not to say,Data Scientist,IT,17,Remote,30,9,3,Low,Depression,No,No Change,3,Satisfied,5,Daily,Poor,Europe,Medium,Medium
EMP3038,59,Prefer not to say,Designer,IT,32,Hybrid,54,1,3,Medium,Depression,Yes,No Change,5,Neutral,4,Weekly,Average,Asia,Medium,High
EMP3039,49,Maleale,Designer,Education,4,Onsite,49,1,4,Medium,Anxiety,Yes,No Change,5,Unsatisfied,2,Daily,Average,South America,Medium,High
EMP3040,33,Non-binary,Project Manager,Manufacturing,32,Remote,47,12,2,Medium,Burnout,No,Decrease,4,Neutral,1,Daily,Average,Oceania,Low,Medium
EMP3041,52,Femaleemale,Marketing,IT,22,Remote,22,5,1,High,Burnout,Yes,Decrease,1,Unsatisfied,4,Daily,Poor,Asia,Low,Low
EMP3042,52,Prefer not to say,Software Engineer,Manufacturing,30,Hybrid,39,2,4,Medium,Depression,Yes,No Change,5,Satisfied,4,Weekly,Poor,Europe,Medium,High
EMP3043,24,Non-binary,Data Scientist,Manufacturing,4,Onsite,35,8,1,Low,Depression,No,No Change,3,Neutral,5,,Poor,South America,Low,Medium
EMP3044,27,Non-binary,Software Engineer,Manufacturing,29,Onsite,24,0,1,High,,Yes,Increase,5,Neutral,2,Daily,Good,Europe,Low,High
EMP3045,25,Femaleemale,Marketing,Healthcare,19,Onsite,53,14,1,High,,No,Decrease,5,Unsatisfied,5,Daily,Average,North America,Low,High
EMP3046,53,Femaleemale,Software Engineer,Finance,30,Onsite,48,3,5,Low,,No,No Change,2,Satisfied,3,Daily,Average,Africa,High,Low
EMP3047,39,Prefer not to say,Marketing,Retail,12,Onsite,40,9,1,High,,Yes,No Change,5,Unsatisfied,4,Daily,Good,Asia,Low,High
EMP3048,50,Maleale,Sales,IT,20,Onsite,58,14,1,High,Anxiety,Yes,Increase,5,Unsatisfied,3,Weekly,Poor,South America,Low,High
EMP3049,56,Non-binary,Marketing,Education,18,Hybrid,36,6,1,Low,Anxiety,No,No Change,1,Neutral,2,Weekly,Poor,Africa,Low,Low
EMP3050,33,Femaleemale,Marketing,Retail,15,Onsite,28,15,1,Medium,Anxiety,Yes,Decrease,4,Neutral,2,,Poor,South America,Low,Medium
EMP3051,35,Non-binary,Sales,Consulting,10,Hybrid,59,2,1,High,,No,Decrease,2,Unsatisfied,1,,Average,Oceania,Low,Low
EMP3052,49,Non-binary,Marketing,Healthcare,24,Remote,34,13,1,High,,Yes,No Change,1,Neutral,5,,Good,North America,Low,Low
EMP3053,23,Maleale,Software Engineer,Retail,15,Onsite,30,1,2,Medium,Depression,Yes,No Change,1,Satisfied,2,Weekly,Good,Oceania,Low,Low
EMP3054,48,Prefer not to say,Designer,Retail,35,Onsite,43,11,1,Medium,Burnout,Yes,No Change,1,Neutral,4,Daily,Average,Europe,Low,Low
EMP3055,31,Femaleemale,Marketing,Manufacturing,26,Hybrid,26,3,2,Medium,Burnout,No,Decrease,5,Neutral,5,Weekly,Poor,Europe,Low,High
EMP3056,52,Non-binary,Data Scientist,Retail,7,Hybrid,21,5,5,Medium,Depression,Yes,No Change,5,Neutral,3,Weekly,Average,Asia,High,High
EMP3057,51,Maleale,Data Scientist,Manufacturing,4,Hybrid,52,4,3,Low,Anxiety,Yes,Decrease,3,Unsatisfied,4,Weekly,Poor,North America,Medium,Medium
EMP3058,43,Maleale,Data Scientist,Manufacturing,29,Onsite,52,1,3,High,Burnout,No,Increase,4,Unsatisfied,4,Weekly,Good,Africa,Medium,Medium
EMP3059,53,Maleale,Designer,Finance,26,Remote,24,11,2,High,Depression,Yes,Decrease,4,Unsatisfied,2,Weekly,Average,South America,Low,Medium
EMP3060,36,Maleale,HR,Finance,9,Onsite,38,6,4,Low,Anxiety,No,Decrease,2,Unsatisfied,5,Weekly,Good,South America,Medium,Low
EMP3061,24,Femaleemale,HR,Finance,23,Hybrid,50,14,1,Medium,,Yes,Decrease,5,Unsatisfied,2,,Poor,Oceania,Low,High
EMP3062,45,Prefer not to say,Designer,Manufacturing,24,Hybrid,36,7,2,Medium,,No,No Change,4,Neutral,1,Daily,Poor,Africa,Low,Medium
EMP3063,28,Maleale,Data Scientist,Healthcare,15,Hybrid,56,5,2,High,Depression,No,Increase,1,Unsatisfied,2,,Average,Asia,Low,Low
EMP3064,35,Maleale,Sales,Education,9,Onsite,42,9,4,Low,Anxiety,No,Decrease,3,Neutral,4,Weekly,Good,Europe,Medium,Medium
EMP3065,55,Maleale,Sales,Manufacturing,34,Hybrid,57,11,4,High,Burnout,Yes,Decrease,2,Neutral,3,Weekly,Poor,South America,Medium,Low
EMP3066,32,Maleale,Project Manager,Healthcare,15,Onsite,26,6,4,High,Depression,Yes,Decrease,1,Unsatisfied,1,Daily,Poor,Asia,Medium,Low
EMP3067,22,Maleale,Marketing,Consulting,26,Onsite,46,1,4,Medium,Anxiety,No,No Change,3,Satisfied,3,Daily,Good,Asia,Medium,Medium
EMP3068,34,Maleale,Software Engineer,IT,19,Onsite,26,13,5,Medium,Depression,No,No Change,5,Neutral,3,Daily,Poor,Oceania,High,High
EMP3069,29,Prefer not to say,Project Manager,IT,28,Remote,32,7,1,High,Burnout,Yes,Increase,1,Unsatisfied,2,,Good,Oceania,Low,Low
EMP3070,29,Femaleemale,Project Manager,Finance,25,Onsite,33,15,4,Low,,No,Increase,2,Unsatisfied,1,Weekly,Good,South America,Medium,Low
EMP3071,31,Femaleemale,Data Scientist,Manufacturing,27,Hybrid,46,6,1,Medium,Anxiety,No,Increase,4,Satisfied,4,,Good,Oceania,Low,Medium
EMP3072,49,Prefer not to say,Sales,Education,26,Onsite,31,3,5,High,Burnout,Yes,Decrease,5,Satisfied,2,Weekly,Poor,Europe,High,High
EMP3073,25,Prefer not to say,Sales,Retail,7,Hybrid,38,2,2,Medium,Anxiety,Yes,No Change,4,Neutral,3,,Good,Africa,Low,Medium
EMP3074,52,Prefer not to say,Software Engineer,Retail,6,Hybrid,45,6,4,Medium,,Yes,Increase,5,Unsatisfied,1,,Poor,Africa,Medium,High
EMP3075,47,Femaleemale,HR,Consulting,22,Hybrid,30,4,2,High,Anxiety,Yes,Increase,2,Unsatisfied,4,Weekly,Poor,Asia,Low,Low
EMP3076,25,Maleale,Software Engineer,Consulting,32,Hybrid,35,10,4,Medium,Anxiety,Yes,Increase,5,Unsatisfied,2,,Good,Europe,Medium,High
EMP3077,48,Prefer not to say,HR,Education,22,Remote,28,7,5,Low,Burnout,Yes,No Change,2,Satisfied,4,Weekly,Average,Europe,High,Low
EMP3078,44,Non-binary,HR,Healthcare,19,Hybrid,45,1,4,High,Burnout,No,No Change,4,Satisfied,2,Daily,Average,Oceania,Medium,Medium
EMP3079,53,Femaleemale,Designer,Education,12,Remote,36,10,1,Medium,Burnout,Yes,No Change,4,Neutral,3,Daily,Average,North America,Low,Medium
EMP3080,36,Femaleemale,Data Scientist,Manufacturing,12,Remote,34,12,4,Low,Burnout,Yes,Increase,5,Neutral,3,Daily,Good,Asia,Medium,High
EMP3081,40,Femaleemale,Software Engineer,Healthcare,16,Remote,20,11,4,High,Depression,No,Decrease,1,Neutral,5,Weekly,Good,Europe,Medium,Low
EMP3082,33,Maleale,Data Scientist,Consulting,25,Remote,37,3,4,Low,Burnout,No,Decrease,2,Neutral,5,Weekly,Good,Asia,Medium,Low
EMP3083,43,Maleale,Designer,Education,4,Hybrid,36,13,4,High,Anxiety,Yes,Decrease,1,Neutral,3,Daily,Poor,Europe,Medium,Low
EMP3084,41,Prefer not to say,HR,Manufacturing,35,Hybrid,32,4,4,Medium,,Yes,Decrease,5,Neutral,4,Weekly,Poor,Asia,Medium,High
EMP3085,53,Femaleemale,Designer,Retail,23,Onsite,35,11,3,Low,Anxiety,No,Decrease,5,Unsatisfied,2,Daily,Average,Europe,Medium,High
EMP3086,59,Prefer not to say,Data Scientist,Finance,30,Hybrid,49,0,2,High,,No,Increase,2,Unsatisfied,2,,Poor,North America,Low,Low
EMP3087,27,Femaleemale,Sales,Finance,33,Hybrid,50,1,5,Low,Anxiety,No,Decrease,3,Neutral,4,Daily,Good,North America,High,Medium
EMP3088,42,Non-binary,Sales,Education,9,Hybrid,57,15,5,High,Burnout,No,No Change,4,Neutral,1,Daily,Average,North America,High,Medium
EMP3089,46,Maleale,HR,Finance,23,Onsite,59,12,5,Medium,Depression,Yes,No Change,5,Unsatisfied,3,,Poor,Africa,High,High
EMP3090,47,Femaleemale,Designer,Finance,32,Hybrid,44,7,1,Medium,Anxiety,No,Increase,4,Satisfied,2,,Poor,South America,Low,Medium
EMP3091,34,Maleale,HR,Education,17,Hybrid,55,12,3,Medium,Burnout,Yes,Decrease,1,Unsatisfied,2,,Poor,South America,Medium,Low
EMP3092,50,Maleale,Data Scientist,Retail,3,Remote,45,15,4,Low,Burnout,Yes,Decrease,5,Neutral,4,,Average,North America,Medium,High
EMP3093,28,Maleale,Software Engineer,IT,33,Onsite,53,8,2,Medium,Anxiety,No,Decrease,1,Neutral,2,,Good,South America,Low,Low
EMP3094,45,Non-binary,Sales,IT,9,Hybrid,24,7,4,High,Depression,Yes,Decrease,5,Satisfied,2,Weekly,Average,Europe,Medium,High
EMP3095,40,Femaleemale,Designer,Education,8,Onsite,36,5,1,High,,No,Increase,3,Satisfied,3,Daily,Good,South America,Low,Medium
EMP3096,35,Maleale,Sales,Consulting,33,Hybrid,37,6,1,Medium,Anxiety,Yes,No Change,4,Satisfied,1,,Average,Asia,Low,Medium
EMP3097,32,Prefer not to say,Project Manager,Education,29,Onsite,55,4,3,Medium,Depression,Yes,No Change,4,Neutral,2,Weekly,Average,Oceania,Medium,Medium
EMP3098,45,Femaleemale,Software Engineer,Manufacturing,29,Onsite,29,6,3,High,Burnout,No,Increase,1,Satisfied,1,,Good,North America,Medium,Low
EMP3099,22,Maleale,Project Manager,Manufacturing,9,Remote,42,11,5,High,Anxiety,No,Decrease,5,Neutral,2,,Poor,Oceania,High,High
EMP3100,44,Prefer not to say,Marketing,Consulting,35,Hybrid,35,5,3,Low,Anxiety,Yes,Increase,2,Neutral,1,,Average,South America,Medium,Low
EMP3101,54,Femaleemale,Project Manager,Education,34,Onsite,26,7,3,High,Anxiety,No,Decrease,2,Neutral,2,,Average,Oceania,Medium,Low
EMP3102,52,Prefer not to say,Software Engineer,IT,16,Remote,36,14,3,Medium,,No,Increase,3,Satisfied,1,,Good,Europe,Medium,Medium
EMP3103,35,Femaleemale,Data Scientist,IT,2,Remote,35,13,5,High,Anxiety,No,Decrease,3,Neutral,3,Weekly,Good,Europe,High,Medium
EMP3104,35,Non-binary,Designer,Manufacturing,34,Remote,28,8,4,Low,Depression,Yes,Increase,2,Satisfied,2,Weekly,Poor,Asia,Medium,Low
EMP3105,51,Non-binary,Data Scientist,Retail,6,Onsite,47,10,3,High,Burnout,Yes,No Change,2,Neutral,1,Weekly,Good,Oceania,Medium,Low
EMP3106,41,Non-binary,Marketing,Healthcare,17,Onsite,52,4,2,Medium,Anxiety,No,Increase,4,Unsatisfied,2,Daily,Good,South America,Low,Medium
EMP3107,26,Non-binary,Software Engineer,Consulting,12,Hybrid,55,5,4,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,4,Daily,Poor,Africa,Medium,Low
EMP3108,29,Maleale,Marketing,IT,10,Remote,26,10,2,Medium,Burnout,No,Increase,2,Neutral,5,Weekly,Average,Africa,Low,Low
EMP3109,27,Maleale,Sales,Healthcare,20,Onsite,32,6,3,Low,,No,No Change,2,Neutral,3,Weekly,Good,Africa,Medium,Low
EMP3110,39,Maleale,Sales,Retail,24,Hybrid,26,3,1,Low,Burnout,Yes,Decrease,2,Unsatisfied,2,,Average,Asia,Low,Low
EMP3111,29,Maleale,Software Engineer,Retail,9,Hybrid,36,10,2,Low,Depression,No,No Change,1,Unsatisfied,1,Weekly,Average,Europe,Low,Low
EMP3112,28,Prefer not to say,HR,Consulting,2,Remote,37,10,1,Medium,,Yes,Increase,4,Neutral,3,Weekly,Poor,South America,Low,Medium
EMP3113,48,Non-binary,Designer,Retail,26,Onsite,55,9,3,Medium,Depression,Yes,No Change,1,Satisfied,4,Weekly,Good,South America,Medium,Low
EMP3114,22,Non-binary,Sales,Manufacturing,24,Hybrid,46,3,2,Low,Anxiety,No,No Change,4,Unsatisfied,5,Daily,Good,Europe,Low,Medium
EMP3115,38,Femaleemale,Project Manager,Finance,19,Hybrid,21,0,4,Low,Burnout,No,Decrease,2,Unsatisfied,3,,Average,Asia,Medium,Low
EMP3116,34,Maleale,Data Scientist,Manufacturing,21,Remote,47,11,1,Medium,Depression,Yes,Decrease,3,Unsatisfied,1,Weekly,Poor,Europe,Low,Medium
EMP3117,36,Femaleemale,Data Scientist,Healthcare,34,Hybrid,33,5,1,Low,Anxiety,Yes,Decrease,3,Unsatisfied,5,Weekly,Average,Oceania,Low,Medium
EMP3118,47,Maleale,HR,Retail,30,Hybrid,48,7,1,Medium,,Yes,Increase,3,Unsatisfied,3,Daily,Good,Africa,Low,Medium
EMP3119,41,Femaleemale,Project Manager,IT,7,Onsite,47,0,1,Low,Burnout,Yes,Increase,4,Neutral,3,Daily,Average,Oceania,Low,Medium
EMP3120,42,Prefer not to say,Sales,Healthcare,19,Onsite,37,11,1,Low,Burnout,Yes,No Change,2,Neutral,2,Weekly,Poor,Africa,Low,Low
EMP3121,22,Maleale,Sales,Manufacturing,11,Hybrid,28,0,2,Medium,Anxiety,No,Increase,5,Satisfied,1,Weekly,Poor,South America,Low,High
EMP3122,48,Maleale,HR,IT,24,Hybrid,31,3,2,Medium,Depression,No,Increase,1,Unsatisfied,1,Weekly,Poor,Africa,Low,Low
EMP3123,28,Femaleemale,HR,Consulting,27,Onsite,56,9,1,High,,No,No Change,5,Satisfied,1,Daily,Average,Asia,Low,High
EMP3124,22,Prefer not to say,Sales,IT,6,Remote,50,15,2,High,Depression,No,Decrease,3,Unsatisfied,2,Daily,Good,North America,Low,Medium
EMP3125,58,Maleale,HR,IT,28,Hybrid,59,7,4,Low,Burnout,Yes,No Change,1,Neutral,2,Daily,Average,Oceania,Medium,Low
EMP3126,37,Maleale,Data Scientist,Finance,6,Hybrid,53,0,3,High,Anxiety,No,Increase,1,Unsatisfied,5,Weekly,Good,Oceania,Medium,Low
EMP3127,58,Non-binary,Data Scientist,Consulting,2,Remote,48,15,1,High,,No,Increase,2,Neutral,2,Daily,Average,North America,Low,Low
EMP3128,47,Femaleemale,Designer,Consulting,23,Onsite,45,10,1,Low,Burnout,No,Increase,4,Satisfied,3,Daily,Poor,Europe,Low,Medium
EMP3129,40,Prefer not to say,Sales,IT,12,Remote,46,11,4,Low,Depression,No,Increase,1,Neutral,5,,Poor,South America,Medium,Low
EMP3130,54,Femaleemale,Sales,Consulting,28,Onsite,28,0,4,Low,,Yes,Decrease,1,Satisfied,1,,Poor,Oceania,Medium,Low
EMP3131,54,Prefer not to say,Sales,Retail,22,Onsite,50,3,1,Low,Anxiety,No,Increase,1,Neutral,1,,Good,Oceania,Low,Low
EMP3132,34,Femaleemale,Project Manager,Education,10,Hybrid,21,7,4,Medium,Depression,Yes,Increase,4,Neutral,2,Daily,Good,North America,Medium,Medium
EMP3133,49,Femaleemale,Software Engineer,Manufacturing,6,Remote,40,8,1,Medium,Anxiety,Yes,No Change,4,Unsatisfied,5,,Good,Africa,Low,Medium
EMP3134,53,Femaleemale,Data Scientist,Manufacturing,17,Remote,32,11,4,High,Anxiety,No,No Change,4,Unsatisfied,3,Weekly,Good,Africa,Medium,Medium
EMP3135,38,Maleale,Designer,Education,15,Remote,54,4,4,High,Depression,Yes,Decrease,3,Neutral,2,Weekly,Average,Oceania,Medium,Medium
EMP3136,47,Non-binary,Data Scientist,Education,22,Hybrid,30,13,2,Low,Anxiety,Yes,Decrease,2,Unsatisfied,4,Daily,Average,South America,Low,Low
EMP3137,41,Non-binary,Project Manager,IT,6,Onsite,48,4,3,High,,Yes,Decrease,4,Neutral,1,Weekly,Poor,Africa,Medium,Medium
EMP3138,54,Non-binary,Sales,Consulting,5,Onsite,33,14,2,Low,Anxiety,Yes,Increase,4,Unsatisfied,3,,Good,Africa,Low,Medium
EMP3139,22,Non-binary,Project Manager,Consulting,3,Hybrid,23,8,4,High,Burnout,No,Increase,5,Unsatisfied,4,,Poor,Oceania,Medium,High
EMP3140,47,Maleale,HR,Education,2,Onsite,38,2,2,High,Depression,No,Decrease,1,Satisfied,1,Daily,Average,Europe,Low,Low
EMP3141,58,Prefer not to say,Designer,Retail,31,Remote,23,6,2,Medium,Depression,Yes,No Change,4,Unsatisfied,1,Daily,Good,Asia,Low,Medium
EMP3142,39,Prefer not to say,Designer,Healthcare,24,Hybrid,49,4,5,High,,Yes,No Change,1,Unsatisfied,3,,Poor,South America,High,Low
EMP3143,24,Prefer not to say,Software Engineer,Education,4,Onsite,42,5,1,High,Anxiety,No,Increase,3,Satisfied,1,,Good,Oceania,Low,Medium
EMP3144,38,Femaleemale,Software Engineer,IT,21,Hybrid,26,1,3,High,Burnout,No,Increase,4,Satisfied,5,,Average,Africa,Medium,Medium
EMP3145,27,Maleale,Software Engineer,Retail,15,Remote,60,6,1,Low,Burnout,Yes,Decrease,4,Satisfied,3,,Good,Oceania,Low,Medium
EMP3146,46,Femaleemale,Data Scientist,Education,20,Remote,28,5,1,Low,Depression,Yes,No Change,5,Neutral,5,Daily,Average,Europe,Low,High
EMP3147,39,Maleale,Marketing,IT,9,Onsite,24,5,3,Medium,,Yes,Increase,1,Neutral,3,,Average,Europe,Medium,Low
EMP3148,30,Femaleemale,Sales,Manufacturing,21,Hybrid,21,10,2,High,,Yes,Increase,4,Satisfied,3,Daily,Good,Africa,Low,Medium
EMP3149,57,Femaleemale,Software Engineer,IT,9,Remote,60,14,5,Medium,Burnout,Yes,Increase,2,Satisfied,4,Daily,Good,Oceania,High,Low
EMP3150,36,Maleale,Designer,IT,24,Onsite,50,5,4,Low,Depression,No,Decrease,3,Unsatisfied,2,,Good,Asia,Medium,Medium
EMP3151,51,Non-binary,Data Scientist,Retail,7,Onsite,26,7,2,Low,,Yes,Increase,4,Unsatisfied,4,,Average,Africa,Low,Medium
EMP3152,31,Femaleemale,Project Manager,Education,2,Onsite,44,13,2,High,Anxiety,No,Decrease,2,Satisfied,1,Weekly,Good,Europe,Low,Low
EMP3153,25,Prefer not to say,Sales,Healthcare,33,Onsite,40,0,1,Low,,No,Increase,4,Satisfied,2,,Poor,North America,Low,Medium
EMP3154,58,Non-binary,HR,Education,28,Remote,23,8,1,Medium,Depression,Yes,No Change,5,Unsatisfied,4,Daily,Good,Oceania,Low,High
EMP3155,52,Prefer not to say,Designer,Consulting,8,Hybrid,55,7,4,High,,No,Increase,2,Satisfied,1,Daily,Poor,Oceania,Medium,Low
EMP3156,22,Prefer not to say,Data Scientist,IT,34,Onsite,41,2,5,Low,,No,Decrease,5,Unsatisfied,2,Weekly,Good,South America,High,High
EMP3157,23,Non-binary,HR,Retail,7,Onsite,56,4,2,Low,Burnout,No,Decrease,4,Unsatisfied,1,Weekly,Poor,Oceania,Low,Medium
